number,name,year,theme,themeGroup,subtheme,pieces,minifigs,rating,agerange_min,US_retailPrice
445,Police Units,1976,LEGOLAND,Vintage,,39,2,0.0,,
455,Learjet,1976,LEGOLAND,Vintage,,46,,0.0,,
485,Fire Truck,1976,LEGOLAND,Vintage,,72,3,0.0,,
530,Puppy,1976,Duplo,Pre-school,,9,,0.0,,
531,Elephants,1976,Duplo,Pre-school,,20,,0.0,,
532,Pull-Along Ducks,1976,Duplo,Pre-school,,19,,0.0,,
550,Windmill,1976,LEGOLAND,Vintage,,210,2,0.0,,
555,Hospital,1976,LEGOLAND,Vintage,,202,7,0.0,,
565,Moon Landing,1976,LEGOLAND,Vintage,,364,,3.9,,
585,Police Headquarters,1976,LEGOLAND,Vintage,,300,4,0.0,,
616,Cargo Ship,1976,Basic,Basic,Model,31,,0.0,,
617,Cowboys,1976,LEGOLAND,Vintage,,42,1,0.0,,
661,Spirit of St. Louis,1976,LEGOLAND,Vintage,,51,,0.0,,
662,Dump Truck,1976,LEGOLAND,Vintage,,27,,0.0,,
695,Racing Car,1976,LEGOLAND,Vintage,,67,,0.0,,
696,Bus Station,1976,LEGOLAND,Vintage,,80,7,0.0,,
697,Stage Coach,1976,LEGOLAND,Vintage,,95,1,0.0,,
726,Western Train,1976,Trains,Modern day,4.5/12V,291,2,0.0,,
770,Rescue Set,1976,LEGOLAND,Vintage,,151,3,0.0,,
780,Road Construction Set,1976,LEGOLAND,Vintage,,164,,0.0,,
901,Universal Motor Set,1976,Universal Building Set,Basic,,31,,0.0,,
910,"Advanced Basic Set, 6+",1976,Basic,Basic,,283,3,0.0,,
911,"Advanced Basic Set, 6+",1976,Basic,Basic,,401,4,0.0,,
912,"Advanced Basic Set with Motor, 6+",1976,Basic,Basic,,471,3,0.0,,
1011,LEGO Number/Symbol Blocks,1976,Dacta,Educational,,100,,0.0,,
1017,Letter Bricks for Wall Board,1976,Dacta,Educational,,150,,0.0,,
1045,Educational LEGO Building Set,1976,Dacta,Educational,,683,,0.0,,
1074,House Accessories,1976,Dacta,Educational,Supplementary Set,204,,0.0,,
1077,Supplementary Set,1976,Dacta,Educational,,198,,0.0,,
1560,Lufthansa Boeing 727,1976,LEGOLAND,Vintage,,26,,0.0,,
1561,Airline Staff,1976,Building Set with People,Vintage,,30,,0.0,,
1562,Biplane,1976,LEGOLAND,Vintage,,25,,0.0,,
1601,Factory,1976,LEGOLAND,Vintage,,194,2,0.0,,
WEETABIX2,Windmill,1976,Basic,Basic,,119,,0.0,,
WEETABIX3,House,1976,Basic,Basic,,140,2,0.0,,
WEETABIX4,House,1976,Basic,Basic,,143,2,0.0,,
1,Small basic set,1977,Minitalia,Vintage,,91,,0.0,,
2,Medium basic set,1977,Minitalia,Vintage,,128,,0.0,,
85,Racer,1977,PreSchool,Pre-school,,4,1,0.0,,
87,Taxi,1977,PreSchool,Pre-school,,5,1,0.0,,
88,Camping,1977,PreSchool,Pre-school,,9,,0.0,,
89,Mary's House,1977,PreSchool,Pre-school,,17,3,0.0,,
110,"Building Set, 3+",1977,Universal Building Set,Basic,,131,,0.0,,
111,"Building Set, 3+",1977,Universal Building Set,Basic,,173,,0.0,,
112,"Building Set, 3+",1977,Universal Building Set,Basic,,200,,0.0,,
113,"Universal Building Set, 3+",1977,Universal Building Set,Basic,,258,,0.0,,
114,"Building Set, 3+",1977,Universal Building Set,Basic,,390,,0.0,,
162,Locomotive,1977,Trains,Modern day,4.5/12V,210,,0.0,,
163,Cargo Wagon,1977,Trains,Modern day,4.5/12V,128,2,0.0,,
192,Policemen,1977,Building Set with People,Vintage,,86,,0.0,,
198,Cowboys,1977,Building Set with People,Vintage,,41,,0.0,,
199,Scooter,1977,Building Set with People,Vintage,,45,,0.0,,
213,Airplane ride,1977,Building Set with People,Vintage,,48,,0.0,,
214,Road repair crew,1977,Building Set with People,Vintage,,68,,0.0,,
215,Red Indians,1977,Building Set with People,Vintage,,93,,0.0,,
217,Service Station,1977,Building Set with People,Vintage,,228,,0.0,,
218,Firemen,1977,Building Set with People,Vintage,,274,,0.0,,
225,Building Ideas Book No. 2,1977,Books,Miscellaneous,LEGO,,,0.0,,
245,Two Santas,1977,Basic,Basic,,37,,0.0,,
246,Santa and Sleigh,1977,Basic,Basic,Seasonal,68,,0.0,,
276,Nurse and Child,1977,Homemaker,Vintage,,90,,0.0,,
277,Fireplace,1977,Homemaker,Vintage,,82,,0.0,,
296,Ladies' Hairdressers,1977,Homemaker,Vintage,,160,,0.0,,
371,Sea Plane,1977,LEGOLAND,Vintage,Town,47,2,0.0,,
372,Texas Rangers,1977,LEGOLAND,Vintage,,249,,0.0,,
373,Offshore Rig with Fuel Tanker,1977,LEGOLAND,Vintage,Boats,460,3,0.0,,
400,"Building Set, 6+",1977,Universal Building Set,Basic,,294,3,0.0,,
402,"Building Set, 6+",1977,Universal Building Set,Basic,,401,4,0.0,,
404,"Building Set, 6+",1977,Universal Building Set,Basic,,467,3,0.0,,
456,Spirit of St. Louis,1977,LEGOLAND,Vintage,,49,,0.0,,
491,Formula 1 Racer,1977,LEGOLAND,Vintage,Town,67,,0.0,,
492,Truck with Payloader,1977,LEGOLAND,Vintage,,45,2,0.0,,
522,Police Station,1977,Duplo,Pre-school,,23,4,0.0,,
523,Train and Station,1977,Duplo,Pre-school,,46,5,0.0,,
524,DUPLO Town,1977,Duplo,Pre-school,,54,7,0.0,,
533,Racer,1977,Duplo,Pre-school,,4,1,0.0,,
535,Taxi,1977,Duplo,Pre-school,,4,1,0.0,,
536,Camping,1977,Duplo,Pre-school,,10,2,0.0,,
537,Mary's House,1977,Duplo,Pre-school,,16,3,0.0,,
618,Police Helicopter,1977,LEGOLAND,Vintage,,39,,0.0,,
619,Rally Car,1977,LEGOLAND,Vintage,Vehicle,18,1,0.0,,
663,Hovercraft,1977,LEGOLAND,Vintage,Vehicle,60,,0.0,,
664,TV Crew,1977,LEGOLAND,Vintage,,46,3,0.0,,
698,Boeing Aeroplane,1977,LEGOLAND,Vintage,,46,,0.0,,
699,Photo Safari,1977,LEGOLAND,Vintage,,130,1,0.0,,
711,Jeep CJ-5,1977,LEGOLAND,Vintage,,56,,0.0,,
712,Sea Plane,1977,LEGOLAND,Vintage,,115,2,0.0,,
727,Locomotive,1977,Trains,Modern day,4.5/12V,134,,0.0,,
786,Storage Cloth,1977,Basic,Basic,Supplementaries,1,,0.0,,
787,Storage Cloth,1977,Basic,Basic,Supplementaries,1,,0.0,,
850,Fork-Lift Truck,1977,Technic,Technical,,210,,3.7,,
851,Tractor,1977,Technic,Technical,,318,,4.3,,
852,Helicopter,1977,Technic,Technical,,364,,4.4,,
853,Car Chassis,1977,Technic,Technical,,601,,4.2,,
870,"Technical Motor, 4.5V",1977,Technic,Technical,Supplementary,22,,3.9,,
871,Supplementary Set,1977,Technic,Technical,Supplementary,78,,0.0,,
1102,Four Motor Wheel Bushes,1977,Service Packs,Miscellaneous,,4,,0.0,,
1105,Two Rubber Crawler Tracks,1977,Service Packs,Miscellaneous,,2,,0.0,,
1109,Magnetic Couplings for Railway Car,1977,Service Packs,Miscellaneous,Trains,4,,0.0,,
1110,Four Locomotive Wheels,1977,Service Packs,Miscellaneous,Trains,8,,0.0,,
1112,Train Sliding Wheel Blocks,1977,Service Packs,Miscellaneous,Trains,2,,0.0,,
1116,"Chain Links, Small",1977,Service Packs,Miscellaneous,,25,,0.0,,
1118,"Boat Weight, Red",1977,Service Packs,Miscellaneous,,1,,0.0,,
1119,Locomotive Piston Assemblies,1977,Service Packs,Miscellaneous,Trains,6,,0.0,,
1121,"Propellers, Wheels and Rotor Unit",1977,Service Packs,Miscellaneous,,15,,0.0,,
1124,Digger Bucket Assembly,1977,Service Packs,Miscellaneous,,3,,0.0,,
1150,Replacement Motor 12V,1977,Service Packs,Miscellaneous,,1,,0.0,,
1151,Train Power Pick-Up Blocks,1977,Service Packs,Miscellaneous,,2,,0.0,,
1152,Electric Wire,1977,Service Packs,Miscellaneous,,2,,0.0,,
1575,Finnjet Ferry,1977,Promotional,Miscellaneous,Ferries,506,,0.0,,
1580,Silja Line Ferry,1977,Promotional,Miscellaneous,Ferries,414,,0.0,,
98959,Motor set,1977,Technic,Technical,,40,,0.0,,
7,"Basic Building Set, 3+",1978,Basic,Basic,,64,,0.0,,
8,"Basic Building Set, 3+",1978,Basic,Basic,,93,,0.0,,
9,"Basic Building Set, 3+",1978,Basic,Basic,,116,,0.0,,
61,Puppy,1978,PreSchool,Pre-school,,8,,0.0,,
63,Ducks,1978,PreSchool,Pre-school,,5,,0.0,,
86,Tub Boat,1978,PreSchool,Pre-school,,3,1,0.0,,
164,Passenger Coach,1978,Trains,Modern day,4.5/12V,148,2,0.0,,
165,Cargo Station,1978,Trains,Modern day,4.5/12V,268,2,0.0,,
166,Flat Wagon,1978,Trains,Modern day,4.5/12V,53,2,0.0,,
167,Car Transport Wagon,1978,Trains,Modern day,4.5/12V,102,2,0.0,,
205,People Set,1978,Basic,Basic,,120,,0.0,,
208,Mother with baby,1978,Building Set with People,Vintage,,46,1,0.0,,
230,Hairdressing Salon,1978,Homemaker,Vintage,,215,,0.0,,
231,Hospital,1978,Homemaker,Vintage,,379,,0.0,,
232,Bungalow,1978,Homemaker,Vintage,,445,,0.0,,
278,Television Room,1978,Homemaker,Vintage,,104,,0.0,,
297,Nursery,1978,Homemaker,Vintage,,167,1,0.0,,
300,"Road Plates, Junction",1978,Town,Modern day,Accessories,2,,3.6,,
301,"Road Plates, Curved",1978,Town,Modern day,Accessories,2,,3.6,,
302,"Road Plates, Straight",1978,Town,Modern day,Accessories,2,,3.5,,
316,Fire Fighting Launch,1978,LEGOLAND,Vintage,Boats,133,,0.0,,
330,Gas Station,1978,Building Set with People,Vintage,,211,,0.0,,
340,Fire Trucks,1978,Building Set with People,Vintage,,274,,0.0,,
374,Fire Station,1978,Town,Modern day,Classic,349,4,4.4,,
375,Castle,1978,Castle,Historical,Classic,767,14,4.5,,
376,House with Garden,1978,Town,Modern day,Classic,221,2,4.1,,
377,Shell Service Station,1978,Town,Modern day,Classic,179,2,3.9,,
398,USS Constellation,1978,Hobby Set,Vintage,,973,,0.0,,
462,Rocket Launcher,1978,Space,Action/Adventure,Classic,76,2,3.9,,
483,Alpha-1 Rocket Base,1978,Space,Action/Adventure,Classic,187,3,4.4,,
487,Space Cruiser,1978,Space,Action/Adventure,Classic,170,2,4.5,,
493,Space Command Center,1978,Space,Action/Adventure,Classic,189,4,4.0,,
528,Building Set,1978,Duplo,Pre-school,,20,,0.0,,
529,Animals,1978,Duplo,Pre-school,,39,,0.0,,
534,Bath-Toy Boat,1978,Duplo,Pre-school,,3,1,0.0,,
554,Fuel Pumper,1978,Town,Modern day,Classic,79,1,4.1,,
575,Coast Guard Station,1978,Town,Modern day,,319,5,0.0,,
575,Coast Guard Station (Canadian version),1978,Town,Modern day,,284,5,0.0,,
590,Engine Co. No. 9,1978,Town,Modern day,,280,4,4.0,,
600,Police Car,1978,Town,Modern day,Classic,23,2,3.3,,
601,Shell Filling Station,1978,Town,Modern day,Classic,13,1,2.8,,
602,Fire Chief's Car,1978,Town,Modern day,Classic,29,1,3.2,,
603,Motorbike,1978,Town,Modern day,Classic,26,1,0.0,,
604,Shell Service Car,1978,Town,Modern day,Classic,28,1,0.0,,
605,Street Crew,1978,Town,Modern day,Classic,18,1,3.3,,
606,Ambulance,1978,Town,Modern day,Classic,30,1,0.0,,
620,Fire Truck,1978,Town,Modern day,Classic,37,1,0.0,,
621,Police Car,1978,Town,Modern day,Classic,39,2,3.8,,
622,Tipper Truck,1978,Town,Modern day,Classic,45,,3.4,,
623,Red Cross Car,1978,Town,Modern day,Classic,38,1,0.0,,
625,Tractor Digger,1978,Town,Modern day,Classic,31,1,3.5,,
626,Red Cross Helicopter,1978,Town,Modern day,Classic,37,,0.0,,
628,Police Helicopter,1978,LEGOLAND,Vintage,,39,,0.0,,
640,Fire Truck and Trailer,1978,Town,Modern day,Classic,45,1,3.7,,
641,Excavator,1978,Town,Modern day,Classic,41,1,3.7,,
642,Tow Truck and Car,1978,Town,Modern day,Classic,44,,3.2,,
643,Flatbed Truck,1978,Town,Modern day,Classic,39,2,0.0,,
644,Police Mobile Patrol,1978,Town,Modern day,Classic,64,1,3.2,,
670,Mobile Crane,1978,Town,Modern day,Classic,55,1,0.0,,
671,Shell Petrol Tanker,1978,Town,Modern day,Classic,77,1,3.4,,
672,Fire Engine and Trailer,1978,Town,Modern day,Classic,70,1,0.0,,
673,Rally Car and Motorbike,1978,Town,Modern day,Classic,65,2,0.0,,
674,Forklift and Truck,1978,Town,Modern day,Classic,55,1,0.0,,
709,Police Boat,1978,Town,Modern day,,53,2,0.0,,
745,"Baseplate, Green",1978,Basic,Basic,Supplementaries,1,,0.0,,
746,"Baseplates, Green and Yellow",1978,Basic,Basic,Supplementaries,2,,0.0,,
747,"Baseplates, Red and Blue",1978,Basic,Basic,Supplementaries,2,,0.0,,
775,Fire Fighter,1978,LEGOLAND,Vintage,,133,,0.0,,
854,Go-Kart,1978,Technic,Technical,,206,,4.0,,
855,Mobile Crane,1978,Technic,Technical,,512,,3.9,,
872,Two Gear Blocks,1978,Technic,Technical,Supplementary,77,,3.4,,
948,Go-Kart,1978,Technic,Technical,,206,,4.2,,
952,Farm Tractor,1978,Technic,Technical,,316,,0.0,,
954,Sky Copter,1978,Technic,Technical,,365,,0.0,,
956,Auto Chassis,1978,Technic,Technical,,599,,0.0,,
960,Power Pack,1978,Technic,Technical,Supplementary,22,,0.0,,
961,Parts Pack,1978,Technic,Technical,Supplementary,78,,0.0,,
970,Lighting Bricks,1978,Basic,Basic,Supplementaries,17,,3.8,,
1117,Axles and Bushes,1978,Service Packs,Miscellaneous,Technic,24,,0.0,,
1175,4.5V Motor,1978,Service Packs,Miscellaneous,Technic,1,,0.0,,
1176,Gear racks and turntables,1978,Service Packs,Miscellaneous,Technic,4,,0.0,,
1555,Sterling Airways Aircraft,1978,LEGOLAND,Vintage,Town,44,,0.0,,
1589,Town Square,1978,Town,Modern day,Special,458,5,0.0,,
1610,Airliner,1978,LEGOLAND,Vintage,,23,,0.0,,
1611,Aeroplane,1978,LEGOLAND,Vintage,,64,,0.0,,
1620,Chocolate Factory,1978,Town,Modern day,Special,236,3,4.2,,
11,Town Minifigures,1979,Town,Modern day,Accessories,3,3,0.0,,
12,Space minifigures,1979,Space,Action/Adventure,Minifigure Pack,12,2,0.0,,
13,Space minifigures,1979,Space,Action/Adventure,Minifigure Pack,12,2,0.0,,
14,Space minifigures,1979,Space,Action/Adventure,Minifigure Pack,12,2,0.0,,
15,Space minifigures,1979,Space,Action/Adventure,Minifigure Pack,18,3,0.0,,
16,Castle Minifigures,1979,Castle,Historical,Classic,15,3,0.0,,
28,Nursery Furniture,1979,Duplo,Pre-school,,7,2,0.0,,
32,Living Room Furniture,1979,Duplo,Pre-school,,14,3,0.0,,
33,Farm Animals,1979,Duplo,Pre-school,,21,1,0.0,,
41,Play-Box,1979,Duplo,Pre-school,,4,,0.0,,
45,Farm,1979,Duplo,Pre-school,,65,5,0.0,,
71,Block Box,1979,Duplo,Pre-school,,24,,0.0,,
121,Roadster,1979,Fabuland,Junior,,22,1,0.0,3,
128,Taxi Station,1979,Fabuland,Junior,,33,1,0.0,,
132,Cottage,1979,Fabuland,Junior,,113,2,0.0,,
134,Service Station,1979,Fabuland,Junior,,59,2,0.0,,
137,Hospital,1979,Fabuland,Junior,,106,3,0.0,,
140,Town Hall,1979,Fabuland,Junior,,134,3,0.0,3,
261,Bathroom,1979,Homemaker,Vintage,,164,1,0.0,,
268,Family Room,1979,Homemaker,Vintage,,244,2,0.0,,
269,Kitchen,1979,Homemaker,Vintage,,212,1,0.0,,
305,Two Crater Plates,1979,Space,Action/Adventure,Classic,2,,4.0,,
306,Two Lunar Landing Plates,1979,Space,Action/Adventure,Classic,2,,4.2,,
308,Bracelet,1979,Scala,Girls,Jewellery,38,,0.0,,
309,Bracelet,1979,Scala,Girls,Jewellery,38,,0.0,,
310,Pendant,1979,Scala,Girls,Jewellery,29,,0.0,,
311,Pendant,1979,Scala,Girls,Jewellery,29,,0.0,,
312,Bracelet and Pendant,1979,Scala,Girls,Jewellery,59,,0.0,,
313,Bracelet and Pendant,1979,Scala,Girls,Jewellery,137,,0.0,,
324,Ricky Racoon on his Scooter,1979,Fabuland,Junior,,2,1,3.2,3,
325,Percy Pig with his Barrow,1979,Fabuland,Junior,,3,1,0.0,3,
328,Michael Mouse and his New Car,1979,Fabuland,Junior,,22,1,0.0,3,
329,Bernard Bear and his Delivery Lorry,1979,Fabuland,Junior,,27,1,0.0,3,
338,Blondi the Pig and Taxi Station,1979,Fabuland,Junior,,37,1,0.0,,
341,Catherine Cat's House and Mortimer Mouse,1979,Fabuland,Junior,,123,2,0.0,,
344,Service Station with Billy Goat and Mike Monkey,1979,Fabuland,Junior,,80,2,0.0,,
347,Hospital - Lucy Lamb and Charlie Cat Visit Dr. Dog,1979,Fabuland,Junior,,105,3,0.0,,
350,Town Hall,1979,Fabuland,Junior,,122,3,0.0,,
361,Garage,1979,Town,Modern day,Classic,79,1,3.8,,
379,Bus Station,1979,Town,Modern day,Classic,172,4,3.8,,
381,Police Headquarters,1979,Town,Modern day,Classic,372,4,4.2,,
383,Knight's Joust,1979,Castle,Historical,Classic,210,6,4.2,,
442,Space Shuttle,1979,Space,Action/Adventure,Classic,39,1,3.9,,
452,Mobile Ground Tracking Station,1979,Space,Action/Adventure,Classic,76,1,3.9,,
453,Two Crater Plates,1979,Space,Action/Adventure,Classic,2,,3.9,,
454,Two Lunar Landing Plates,1979,Space,Action/Adventure,Classic,2,,3.9,,
497,Galaxy Explorer,1979,Space,Action/Adventure,Classic,338,4,4.5,6,
540,Police Units,1979,Town,Modern day,Classic,33,1,0.0,,
542,Street Crew,1979,Town,Modern day,Classic,45,2,0.0,,
551,"Road Plates, Junction",1979,Town,Modern day,Accessories,2,,3.8,,
552,"Road Plates, Curved",1979,Town,Modern day,Accessories,2,,4.2,,
553,"Road Plates, Straight",1979,Town,Modern day,Accessories,2,,0.0,,
556,Emergency Van,1979,Town,Modern day,Classic,70,1,0.0,,
558,Road Crane,1979,Town,Modern day,Classic,55,1,0.0,,
560,Town House,1979,Town,Modern day,Classic,221,2,0.0,,
588,Police Headquarters,1979,Town,Modern day,Classic,372,4,4.2,,
607,Mini Loader,1979,Town,Modern day,Classic,23,1,2.9,,
608,Taxi,1979,Town,Modern day,Classic,25,1,3.0,,
645,Police Helicopter,1979,Town,Modern day,Classic,57,1,3.4,,
646,Auto Service,1979,Town,Modern day,Classic,43,1,3.4,,
675,Snack Bar,1979,Town,Modern day,Classic,64,2,4.1,,
677,Knight's Procession,1979,Castle,Historical,Classic,48,6,4.2,,
856,Bulldozer,1979,Technic,Technical,,372,,4.2,,
857,Motorbike with Sidecar,1979,Technic,Technical,,409,,3.8,,
874,Yellow Beams with Connector Pegs,1979,Technic,Technical,Supplementary,38,,0.0,,
875,Red Beams with Connector Pegs,1979,Technic,Technical,Supplementary,38,,0.0,,
876,Blue Beams with Connector Pegs,1979,Technic,Technical,Supplementary,38,,0.0,,
877,Steering Gear Parts,1979,Technic,Technical,Supplementary,24,,0.0,,
878,Piston Parts,1979,Technic,Technical,Supplementary,52,,0.0,,
879,Gear Wheels with Chain Links,1979,Technic,Technical,Supplementary,87,,0.0,,
880,12 Volt Motor,1979,Technic,Technical,Supplementary,22,,0.0,,
885,Space Scooter,1979,Space,Action/Adventure,Classic,20,1,3.7,,
886,Space Buggy,1979,Space,Action/Adventure,Classic,20,1,3.7,,
889,Radar Truck,1979,Space,Action/Adventure,Classic,29,1,3.6,,
891,Two seater space scooter,1979,Space,Action/Adventure,Classic,39,1,3.7,,
894,Mobile Signals Centre,1979,Space,Action/Adventure,Classic,76,1,4.3,,
897,Mobile rocket launcher,1979,Space,Action/Adventure,Classic,76,2,3.9,,
918,Space Transport,1979,Space,Action/Adventure,Classic,86,1,4.2,,
920,Rocket Launch Pad,1979,Space,Action/Adventure,Classic,186,3,4.3,,
924,Space Cruiser,1979,Space,Action/Adventure,Classic,170,2,4.5,,
926,Command Centre,1979,Space,Action/Adventure,Classic,173,4,4.4,,
928,Space cruiser and moonbase,1979,Space,Action/Adventure,Classic,338,4,4.7,,
950,Forklift,1979,Technic,Technical,,208,,0.0,,
951,Bulldozer,1979,Technic,Technical,,372,,0.0,,
955,Mobile Crane,1979,Technic,Technical,,512,,0.0,,
1072,Supplementary LEGO Set,1979,Dacta,Educational,,304,,0.0,,
1083,50 x 50 LEGO Gray Baseplate,1979,Dacta,Educational,,1,,0.0,,
1091,Lego Educational Storage Cloth,1979,Dacta,Educational,,1,,0.0,,
1236,12V Technic Motor,1979,Service Packs,Miscellaneous,Technic,1,,0.0,,
7170,Educational Refill Pack,1979,Samsonite,Vintage,Educational,1112,,0.0,,
722,"Universal Building Set, 7+",1980,Basic,Basic,,301,,4.5,,
733,"Universal Building Set, 7+",1980,Basic,Basic,,533,,4.2,,
744,"Universal Building Set with Motor, 7+",1980,Basic,Basic,,537,,4.5,,
820,Red Plates Parts Pack,1980,Basic,Basic,Supplementaries,34,,0.0,,
822,Blue Plates Parts Pack,1980,Basic,Basic,Supplementaries,34,,0.0,,
830,Red Bricks Parts Pack,1980,Basic,Basic,Supplementaries,46,,0.0,,
831,Black Bricks Parts Pack,1980,Basic,Basic,Supplementaries,46,,0.0,,
832,Blue Bricks Parts Pack,1980,Basic,Basic,Supplementaries,46,,0.0,,
833,White Bricks Parts Pack,1980,Basic,Basic,Supplementaries,46,,0.0,,
834,Yellow Bricks Parts Pack,1980,Basic,Basic,Supplementaries,46,,0.0,,
836,Doors and Windows Parts Pack,1980,Basic,Basic,Supplementaries,37,,0.0,,
837,Wheels and Tyres Parts Pack,1980,Basic,Basic,Supplementaries,28,,0.0,,
838,"Red Roof Bricks Parts Pack, 45°",1980,Basic,Basic,Supplementaries,58,,0.0,,
839,"Red Roof Bricks Parts Pack, 33°",1980,Basic,Basic,Supplementaries,42,,0.0,,
840,"Baseplate, Green",1980,Basic,Basic,Supplementaries,1,,0.0,,
841,"Baseplates, Green and Yellow",1980,Basic,Basic,Supplementaries,2,,0.0,,
842,"Baseplates, Red and Blue",1980,Basic,Basic,Supplementaries,2,,0.0,,
843,"Baseplate, Grey",1980,Basic,Basic,Supplementaries,1,,0.0,,
858,Auto Engines,1980,Technic,Technical,,242,,0.0,9,
1005,Wallboard/baseplate 40x80cm,1980,Education,Educational,,,,0.0,,
1041,Educational Duplo Building Set,1980,Dacta,Educational,,68,,0.0,,
1050,Universal set for boys and girls,1980,Dacta,Educational,,,,0.0,6,
1062,{Town Vehicles},1980,Dacta,Educational,,172,6,0.0,,
1075,LEGO People Supplementary Set,1980,Dacta,Educational,,304,,0.0,,
1076,LEGO Car and Truck Supplementary Set,1980,Dacta,Educational,,147,,0.0,,
1101,Replacement 4.5V Motor,1980,Service Packs,Miscellaneous,,1,,0.0,,
1103,Battery Box,1980,Service Packs,Miscellaneous,,1,,0.0,,
1104,Two Connector Leads,1980,Service Packs,Miscellaneous,,2,,0.0,,
1106,Battery Tender for Trains,1980,Service Packs,Miscellaneous,Trains,2,,0.0,,
1107,Two Shunting Trip-Posts and One Signal,1980,Service Packs,Miscellaneous,Trains,4,,0.0,,
1108,Two Pairs of Magnetic Couplings,1980,Service Packs,Miscellaneous,Trains,4,,0.0,,
1111,Eight Rubber Rims for Locomotive Wheels,1980,Service Packs,Miscellaneous,Trains,8,,0.0,,
1113,Motor Frame 6 x 16 Stud Plus Four Buffers,1980,Service Packs,Miscellaneous,,5,,0.0,,
1114,Motor Frame 6 x 22 Stud,1980,Service Packs,Miscellaneous,,1,,0.0,,
1115,"Lighting Brick, 4.5V",1980,Service Packs,Miscellaneous,,1,,0.0,,
1120,"Two Tyres, 42 mm Diameter",1980,Service Packs,Miscellaneous,,2,,0.0,,
1122,Hinge Units,1980,Service Packs,Miscellaneous,,3,,0.0,,
1123,Ball and Socket Couplings & One Articulated Joint,1980,Service Packs,Miscellaneous,,8,,0.0,,
1125,Crane Grab Assembly,1980,Service Packs,Miscellaneous,,3,,0.0,,
1129,Spread Bag,1980,Service Packs,Miscellaneous,,34,,0.0,,
1130,Plastic Folder for Building Instructions,1980,Service Packs,Miscellaneous,,,,0.0,,
1591,Danone Delivery Truck,1980,Town,Modern day,Special,40,,0.0,,
1592,Town Square - Castle Scene,1980,Town,Modern day,Classic,471,11,4.3,,
1651,Maersk Line Container Lorry,1980,Town,Modern day,Special,305,1,0.0,,
2053,Rock 'n' Roll Pull-Toy,1980,Duplo,Pre-school,,4,1,0.0,,
2056,Rock 'n' Rattle Pull-Toy,1980,Duplo,Pre-school,,6,1,0.0,,
2620,Sports Car,1980,Duplo,Pre-school,,2,1,0.0,,
2623,Delivery Van,1980,Duplo,Pre-school,,6,1,0.0,,
2625,Car with Boat and Trailer,1980,Duplo,Pre-school,,6,1,0.0,,
2627,Pony Trailer,1980,Duplo,Pre-school,,5,1,0.0,,
2630,Family Room,1980,Duplo,Pre-school,,9,3,0.0,,
2640,Grocery Store,1980,Duplo,Pre-school,,23,2,0.0,,
2643,Playbox,1980,Duplo,Pre-school,,1,,0.0,,
2645,Nursery School,1980,Duplo,Pre-school,,29,6,0.0,,
2650,Farm,1980,Duplo,Pre-school,,60,5,0.0,,
3602,Pram - Lisa Lamb Goes Walking,1980,Fabuland,Junior,,3,1,0.0,,
3604,Mark Monkey with his Fruit Stall,1980,Fabuland,Junior,,3,1,0.0,,
3605,Ricky Racoon and his Scooter,1980,Fabuland,Junior,,2,1,0.0,3,
3634,Charlie Crow's Carry-All,1980,Fabuland,Junior,,17,1,0.0,,
3665,Harry Horse and Clara Cow's Ice Cream Shoppe,1980,Fabuland,Junior,,36,2,0.0,,
4306,Rings,1980,Scala,Girls,Jewellery,15,,0.0,,
4307,Rings,1980,Scala,Girls,Jewellery,15,,0.0,,
4336,Picture Frame and Mirror,1980,Scala,Girls,Jewellery,52,,0.0,,
5233,Bedroom,1980,Homemaker,Vintage,,26,1,0.0,,
6000,LEGOLAND Idea Book,1980,Books,Miscellaneous,LEGO,,,4.4,,
6304,"Road Plates, Cross",1980,Town,Modern day,Accessories,2,,3.6,,
6305,Trees and Flowers,1980,Town,Modern day,Accessories,12,,3.8,,
6306,Road Signs,1980,Town,Modern day,Accessories,12,,4.0,,
6363,Auto Repair Shop,1980,Town,Modern day,Shops and Services,141,1,4.0,,
6364,Paramedic Unit,1980,Town,Modern day,Medical,137,2,4.1,,
6375,Exxon Gas Station,1980,Town,Modern day,Shops and Services,267,3,4.6,,
6390,Main Street,1980,Town,Modern day,Shops and Services,591,8,4.5,,
6609,Race Car,1980,Town,Modern day,Racing,17,1,3.5,,
6627,Convertible,1980,Town,Modern day,Vehicles,37,1,4.1,,
